country,title,details,operator,search_text
Uganda,3-Day Gorilla Safari and Lake Bunyonyi,"$1,760 pp (USD) Uganda: Private tour Budget Lodge & Tented Camp You Visit: Entebbe (Start) , Bwindi Impenetrable NP (Gorillas) , Lake Bunyonyi, Entebbe (End)",Tata Africa Safaris Tour operator has an office in Uganda 5.0 /5 – 2 Reviews,"Safari Title: 3-Day Gorilla Safari and Lake Bunyonyi
Details: $1,760 pp (USD) Uganda: Private tour Budget Lodge & Tented Camp You Visit: Entebbe (Start) , Bwindi Impenetrable NP (Gorillas) , Lake Bunyonyi, Entebbe (End)
Operator: Tata Africa Safaris Tour operator has an office in Uganda 5.0 /5 – 2 Reviews"
Uganda,7-Day Uganda Safari Exploring and Experiencing Africa,"$2,659 pp (USD) Uganda: Private tour Budget Lodge & Guest House You Visit: Entebbe (Start) , Queen Elizabeth NP, Bwindi Impenetrable NP (Gorillas) , Lake Bunyonyi, Lake Mburo NP, Entebbe Airport (End)",Renai Venture Safaris and Tours Tour operator has an office in Uganda 4.9 /5 – 19 Reviews,"Safari Title: 7-Day Uganda Safari Exploring and Experiencing Africa
Details: $2,659 pp (USD) Uganda: Private tour Budget Lodge & Guest House You Visit: Entebbe (Start) , Queen Elizabeth NP, Bwindi Impenetrable NP (Gorillas) , Lake Bunyonyi, Lake Mburo NP, Entebbe Airport (End)
Operator: Renai Venture Safaris and Tours Tour operator has an office in Uganda 4.9 /5 – 19 Reviews"
Uganda,6-Day Gorilla and Chimpanzee Trek,"$4,675 pp (USD) Uganda: Private tour Mid-range Lodge & Hotel You Visit: Entebbe (Start) , Kibale NP (Chimps) , Bwindi Impenetrable NP (Gorillas) , Entebbe (End)",Jenik Tours and Travels Tour operator has an office in Uganda 5.0 /5 – 7 Reviews,"Safari Title: 6-Day Gorilla and Chimpanzee Trek
Details: $4,675 pp (USD) Uganda: Private tour Mid-range Lodge & Hotel You Visit: Entebbe (Start) , Kibale NP (Chimps) , Bwindi Impenetrable NP (Gorillas) , Entebbe (End)
Operator: Jenik Tours and Travels Tour operator has an office in Uganda 5.0 /5 – 7 Reviews"
Uganda,3-Day Kidepo National Park Wildlife Safari,"$1,136 pp (USD) Uganda: Shared tour (max 9 people per vehicle) Mid-range Tented Camp You Visit: Entebbe (Start) , Kidepo Valley NP, Entebbe (End)",Bujuku Eco Tours & Travel Tour operator has an office in Uganda 4.9 /5 – 15 Reviews,"Safari Title: 3-Day Kidepo National Park Wildlife Safari
Details: $1,136 pp (USD) Uganda: Shared tour (max 9 people per vehicle) Mid-range Tented Camp You Visit: Entebbe (Start) , Kidepo Valley NP, Entebbe (End)
Operator: Bujuku Eco Tours & Travel Tour operator has an office in Uganda 4.9 /5 – 15 Reviews"
Uganda,"4-Day Gorillas, Chimps & Lake Bunyonyi Midrange Tour","$1,871 pp (USD) Uganda: Shared tour (max 7 people per group) Mid-range Lodge You Visit: Entebbe (Start) , Kibale NP (Chimps) , Bwindi Impenetrable NP (Gorillas) , Lake Bunyonyi, Entebbe Airport (End)",Big Apes Africa Tour operator has an office in Uganda 4.3 /5 – 176 Reviews,"Safari Title: 4-Day Gorillas, Chimps & Lake Bunyonyi Midrange Tour
Details: $1,871 pp (USD) Uganda: Shared tour (max 7 people per group) Mid-range Lodge You Visit: Entebbe (Start) , Kibale NP (Chimps) , Bwindi Impenetrable NP (Gorillas) , Lake Bunyonyi, Entebbe Airport (End)
Operator: Big Apes Africa Tour operator has an office in Uganda 4.3 /5 – 176 Reviews"
Uganda,8-Day Luxury Uganda Wildlife & Gorilla Safari,"$3,740 to $3,850 pp (USD) Uganda: Private tour Luxury Lodge & Resort You Visit: Entebbe (Start) , Kibale NP (Chimps) , Queen Elizabeth NP, Bwindi Impenetrable NP (Gorillas) , Lake Bunyonyi, Entebbe (City) , Kigali (End)",Mambo Gorilla Safaris Uganda Tour operator has an office in Uganda 4.8 /5 – 33 Reviews,"Safari Title: 8-Day Luxury Uganda Wildlife & Gorilla Safari
Details: $3,740 to $3,850 pp (USD) Uganda: Private tour Luxury Lodge & Resort You Visit: Entebbe (Start) , Kibale NP (Chimps) , Queen Elizabeth NP, Bwindi Impenetrable NP (Gorillas) , Lake Bunyonyi, Entebbe (City) , Kigali (End)
Operator: Mambo Gorilla Safaris Uganda Tour operator has an office in Uganda 4.8 /5 – 33 Reviews"
Rwanda,3-Day Nyungwe National Forest Park Safari in Rwanda,"$1,253 pp (USD) Rwanda: Private tour Budget Guest House You Visit: Kigali (Start) , Nyungwe NP (Chimps) , Kigali (End)",Hermosa Life Tours and Travel Tour operator has an office in Rwanda 5.0 /5 – 237 Reviews,"Safari Title: 3-Day Nyungwe National Forest Park Safari in Rwanda
Details: $1,253 pp (USD) Rwanda: Private tour Budget Guest House You Visit: Kigali (Start) , Nyungwe NP (Chimps) , Kigali (End)
Operator: Hermosa Life Tours and Travel Tour operator has an office in Rwanda 5.0 /5 – 237 Reviews"
Rwanda,4-Day Rwanda Gorilla and Golden Monkey Trekking Tour,"$2,387 pp (USD) Rwanda: Private tour Mid-range Hotel You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Kigali Airport (End)",Expedition Rwindi Voyage Tour operator has an office in Rwanda 4.9 /5 – 93 Reviews,"Safari Title: 4-Day Rwanda Gorilla and Golden Monkey Trekking Tour
Details: $2,387 pp (USD) Rwanda: Private tour Mid-range Hotel You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Kigali Airport (End)
Operator: Expedition Rwindi Voyage Tour operator has an office in Rwanda 4.9 /5 – 93 Reviews"
Rwanda,3-Day Mountain Gorilla Trekking Tour from Rwanda,"$2,365 pp (USD) Rwanda: Private tour Mid-range Lodge You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Kigali (End)",Lion Safaris Tour operator has an office in Rwanda 5.0 /5 – 71 Reviews,"Safari Title: 3-Day Mountain Gorilla Trekking Tour from Rwanda
Details: $2,365 pp (USD) Rwanda: Private tour Mid-range Lodge You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Kigali (End)
Operator: Lion Safaris Tour operator has an office in Rwanda 5.0 /5 – 71 Reviews"
Rwanda,8-Day Rwanda Wildlife Safari,"$21,330 pp (USD) Rwanda: Private tour Luxury Lodge & Tented Camp You Visit: Kigali (Start) , Nyungwe NP (Chimps) , Volcanoes NP (Gorillas) , Akagera NP, Kigali Airport (End)",Wildlife Journeys Africa Tour operator has an office in Rwanda 5.0 /5 – 5 Reviews,"Safari Title: 8-Day Rwanda Wildlife Safari
Details: $21,330 pp (USD) Rwanda: Private tour Luxury Lodge & Tented Camp You Visit: Kigali (Start) , Nyungwe NP (Chimps) , Volcanoes NP (Gorillas) , Akagera NP, Kigali Airport (End)
Operator: Wildlife Journeys Africa Tour operator has an office in Rwanda 5.0 /5 – 5 Reviews"
Rwanda,3-Day Rwanda Great Value Primate Adventure,"$3,278 pp (USD) Rwanda: Shared tour (max 3 people per group) Mid-range Guest House You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Kigali (End)",Gorille Africain Tours Tour operator has an office in Rwanda 5.0 /5 – 12 Reviews,"Safari Title: 3-Day Rwanda Great Value Primate Adventure
Details: $3,278 pp (USD) Rwanda: Shared tour (max 3 people per group) Mid-range Guest House You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Kigali (End)
Operator: Gorille Africain Tours Tour operator has an office in Rwanda 5.0 /5 – 12 Reviews"
Rwanda,"3-Day Akagera, Gorilla Trekking and Kigali City Tour","$2,475 to $2,585 pp (USD) Rwanda: Private tour Budget Hotel You Visit: Kigali (Start) , Akagera NP, Volcanoes NP (Gorillas) , Kigali (End)",Umurage Eco Safaris Tour operator has an office in Rwanda 5.0 /5 – 14 Reviews,"Safari Title: 3-Day Akagera, Gorilla Trekking and Kigali City Tour
Details: $2,475 to $2,585 pp (USD) Rwanda: Private tour Budget Hotel You Visit: Kigali (Start) , Akagera NP, Volcanoes NP (Gorillas) , Kigali (End)
Operator: Umurage Eco Safaris Tour operator has an office in Rwanda 5.0 /5 – 14 Reviews"
Rwanda,4-Day Rwanda Mountain Gorilla and Golden Monkey Safari,"$2,805 pp (USD) Rwanda: Shared tour (max 6 people per group) Mid-range Hotel You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Kigali (End)",East Africa Safaris Tour operator has an office in Rwanda 5.0 /5 – 25 Reviews,"Safari Title: 4-Day Rwanda Mountain Gorilla and Golden Monkey Safari
Details: $2,805 pp (USD) Rwanda: Shared tour (max 6 people per group) Mid-range Hotel You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Kigali (End)
Operator: East Africa Safaris Tour operator has an office in Rwanda 5.0 /5 – 25 Reviews"
Rwanda,6-Day Rwanda Akagera Game Drive and Cultural Experiences,"$2,310 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Kigali Airport (Kigali) , Akagera NP, Ruhengeri (City) , Lake Kivu, Kigali (End)",Gama Travel and Tour Agency Tour operator has an office in Rwanda 5.0 /5 – 6 Reviews,"Safari Title: 6-Day Rwanda Akagera Game Drive and Cultural Experiences
Details: $2,310 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Kigali Airport (Kigali) , Akagera NP, Ruhengeri (City) , Lake Kivu, Kigali (End)
Operator: Gama Travel and Tour Agency Tour operator has an office in Rwanda 5.0 /5 – 6 Reviews"
Rwanda,3-Day Mountain Gorilla Trek &Golden Monkey Tracking Tour,"$2,962 pp (USD) Rwanda: Private tour Mid-range Lodge You Visit: Kigali (Start) , Genocide Memorial (Kigali) , Volcanoes NP (Gorillas) , Kigali (End)",Silverbird Tours Agency Tour operator has an office in Rwanda 5.0 /5 – 38 Reviews,"Safari Title: 3-Day Mountain Gorilla Trek &Golden Monkey Tracking Tour
Details: $2,962 pp (USD) Rwanda: Private tour Mid-range Lodge You Visit: Kigali (Start) , Genocide Memorial (Kigali) , Volcanoes NP (Gorillas) , Kigali (End)
Operator: Silverbird Tours Agency Tour operator has an office in Rwanda 5.0 /5 – 38 Reviews"
Rwanda,4-Day Rwanda Gorilla Trekking,"$5,542 pp (USD) Rwanda: Private tour Luxury Lodge & Hotel You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Kigali (End)",Ranger Buck Safaris 4.9 /5 – 70 Reviews,"Safari Title: 4-Day Rwanda Gorilla Trekking
Details: $5,542 pp (USD) Rwanda: Private tour Luxury Lodge & Hotel You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Kigali (End)
Operator: Ranger Buck Safaris 4.9 /5 – 70 Reviews"
Rwanda,"6-Day Rwanda Chimpanzee, Golden Monkey Treks & Lake Kivu","$2,640 pp (USD) Rwanda: Private tour Mid-range Lodge & Guest House You Visit: Kigali (Start) , Nyungwe NP (Chimps) , Lake Kivu, Volcanoes NP (Gorillas) , Kigali (End)",Hope Tours Africa Tour operator has an office in Rwanda 5.0 /5 – 21 Reviews,"Safari Title: 6-Day Rwanda Chimpanzee, Golden Monkey Treks & Lake Kivu
Details: $2,640 pp (USD) Rwanda: Private tour Mid-range Lodge & Guest House You Visit: Kigali (Start) , Nyungwe NP (Chimps) , Lake Kivu, Volcanoes NP (Gorillas) , Kigali (End)
Operator: Hope Tours Africa Tour operator has an office in Rwanda 5.0 /5 – 21 Reviews"
Rwanda,7-Day Highlights of Rwanda,"$6,849 to $7,334 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Nyungwe NP (Chimps) , Lake Kivu, Volcanoes NP (Gorillas) , Kigali (End)",Wayfairer Travel 5.0 /5 – 220 Reviews,"Safari Title: 7-Day Highlights of Rwanda
Details: $6,849 to $7,334 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Nyungwe NP (Chimps) , Lake Kivu, Volcanoes NP (Gorillas) , Kigali (End)
Operator: Wayfairer Travel 5.0 /5 – 220 Reviews"
Rwanda,3-Day Volcanoes National Park,"$2,877 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Kigali (End)",Links Travel Agency Tour operator has an office in Rwanda 4.9 /5 – 9 Reviews,"Safari Title: 3-Day Volcanoes National Park
Details: $2,877 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Kigali (End)
Operator: Links Travel Agency Tour operator has an office in Rwanda 4.9 /5 – 9 Reviews"
Rwanda,4-Day Rwanda Gorilla and Golden Monkey Tour,"$3,821 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Kigali Airport (Kigali) , Volcanoes NP (Gorillas) , Kigali (End)",Triple Legacy Travels Tour operator has an office in Rwanda 5.0 /5 – 1 Reviews,"Safari Title: 4-Day Rwanda Gorilla and Golden Monkey Tour
Details: $3,821 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Kigali Airport (Kigali) , Volcanoes NP (Gorillas) , Kigali (End)
Operator: Triple Legacy Travels Tour operator has an office in Rwanda 5.0 /5 – 1 Reviews"
Rwanda,3-Day Gorilla Trekking and Cultural Experience,"$2,475 pp (USD) Rwanda: Private tour Mid-range Lodge You Visit: Kigali (Start) , Ruhengeri (City) , Volcanoes NP (Gorillas) , Kigali (End)",Makisala Safaris Tour operator has an office in Rwanda 5.0 /5 – 11 Reviews,"Safari Title: 3-Day Gorilla Trekking and Cultural Experience
Details: $2,475 pp (USD) Rwanda: Private tour Mid-range Lodge You Visit: Kigali (Start) , Ruhengeri (City) , Volcanoes NP (Gorillas) , Kigali (End)
Operator: Makisala Safaris Tour operator has an office in Rwanda 5.0 /5 – 11 Reviews"
Rwanda,6-Day Rwanda Akagera Safari and Gorilla Trekking Tour,"$6,991 to $7,211 pp (USD) Rwanda: Private tour Mid-range Lodge & Tented Camp You Visit: Kigali (Start) , Akagera NP, Ruhengeri (City) , Volcanoes NP (Gorillas) , Kigali (End)",Vazquez Tours and Travel Tour operator has an office in Rwanda 4.5 /5 – 2 Reviews,"Safari Title: 6-Day Rwanda Akagera Safari and Gorilla Trekking Tour
Details: $6,991 to $7,211 pp (USD) Rwanda: Private tour Mid-range Lodge & Tented Camp You Visit: Kigali (Start) , Akagera NP, Ruhengeri (City) , Volcanoes NP (Gorillas) , Kigali (End)
Operator: Vazquez Tours and Travel Tour operator has an office in Rwanda 4.5 /5 – 2 Reviews"
Rwanda,3-Day Big 5 Safari Adventures in Akagera National Park,"$1,331 pp (USD) Rwanda: Private tour Mid-range Tented Camp You Visit: Kigali (Start) , Akagera NP, Kigali (End)",Kingfisher Journeys Tour operator has an office in Rwanda 5.0 /5 – 4 Reviews,"Safari Title: 3-Day Big 5 Safari Adventures in Akagera National Park
Details: $1,331 pp (USD) Rwanda: Private tour Mid-range Tented Camp You Visit: Kigali (Start) , Akagera NP, Kigali (End)
Operator: Kingfisher Journeys Tour operator has an office in Rwanda 5.0 /5 – 4 Reviews"
Rwanda,3-Day Gorilla & Golden Monkey Safari,"$2,595 pp (USD) Rwanda: Private tour Mid-range Lodge You Visit: Kigali (Start) , Ruhengeri (City) , Volcanoes NP (Gorillas) , Kigali (End)",Iriza Tours and Safaris Tour operator has an office in Rwanda 5.0 /5 – 2 Reviews,"Safari Title: 3-Day Gorilla & Golden Monkey Safari
Details: $2,595 pp (USD) Rwanda: Private tour Mid-range Lodge You Visit: Kigali (Start) , Ruhengeri (City) , Volcanoes NP (Gorillas) , Kigali (End)
Operator: Iriza Tours and Safaris Tour operator has an office in Rwanda 5.0 /5 – 2 Reviews"
Rwanda,10-Day Best of Rwanda-Uganda Safari,"$4,015 pp (USD) Rwanda & Uganda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Kigali Airport (Kigali) , Volcanoes NP (Gorillas) , Bwindi Impenetrable NP (Gorillas) , Queen Elizabeth NP, Hoima (Town) , Murchison Falls NP, Entebbe (End)",Lulu Safaris Uganda 5.0 /5 – 197 Reviews,"Safari Title: 10-Day Best of Rwanda-Uganda Safari
Details: $4,015 pp (USD) Rwanda & Uganda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Kigali Airport (Kigali) , Volcanoes NP (Gorillas) , Bwindi Impenetrable NP (Gorillas) , Queen Elizabeth NP, Hoima (Town) , Murchison Falls NP, Entebbe (End)
Operator: Lulu Safaris Uganda 5.0 /5 – 197 Reviews"
Rwanda,3-Day Come and See Big Five Animals,"$583 to $605 pp (USD) Rwanda: Private tour Budget Guest House You Visit: Kigali (Start) , Akagera NP, Kigali Airport (End)",East Africa Bridge Tours 5.0 /5 – 4 Reviews,"Safari Title: 3-Day Come and See Big Five Animals
Details: $583 to $605 pp (USD) Rwanda: Private tour Budget Guest House You Visit: Kigali (Start) , Akagera NP, Kigali Airport (End)
Operator: East Africa Bridge Tours 5.0 /5 – 4 Reviews"
Rwanda,4-Day Rwanda Golden Monkey Trek and Bisoke Hike Trip,"$1,596 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Mt Bisoke (Virunga Mountains) , Kigali (End)",Hermosa Life Tours and Travel Tour operator has an office in Rwanda 5.0 /5 – 237 Reviews,"Safari Title: 4-Day Rwanda Golden Monkey Trek and Bisoke Hike Trip
Details: $1,596 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Mt Bisoke (Virunga Mountains) , Kigali (End)
Operator: Hermosa Life Tours and Travel Tour operator has an office in Rwanda 5.0 /5 – 237 Reviews"
Rwanda,3-Day Chimpanzees Tracking in Nyungwe Forest,"$1,133 pp (USD) Rwanda: Private tour Budget Guest House & Hotel You Visit: Kigali (Start) , Nyungwe NP (Chimps) , Kibuye (Lake Kivu) , Kigali (End)",Expedition Rwindi Voyage Tour operator has an office in Rwanda 4.9 /5 – 93 Reviews,"Safari Title: 3-Day Chimpanzees Tracking in Nyungwe Forest
Details: $1,133 pp (USD) Rwanda: Private tour Budget Guest House & Hotel You Visit: Kigali (Start) , Nyungwe NP (Chimps) , Kibuye (Lake Kivu) , Kigali (End)
Operator: Expedition Rwindi Voyage Tour operator has an office in Rwanda 4.9 /5 – 93 Reviews"
Rwanda,"8-Day Rwanda Gorillas, Chimps and Wildlife Safari Tour","$4,820 pp (USD) Rwanda: Private tour Mid-range Lodge & Tented Camp You Visit: Kigali (Start) , Nyungwe NP (Chimps) , Volcanoes NP (Gorillas) , Akagera NP, Kigali (End)",Lion Safaris Tour operator has an office in Rwanda 5.0 /5 – 71 Reviews,"Safari Title: 8-Day Rwanda Gorillas, Chimps and Wildlife Safari Tour
Details: $4,820 pp (USD) Rwanda: Private tour Mid-range Lodge & Tented Camp You Visit: Kigali (Start) , Nyungwe NP (Chimps) , Volcanoes NP (Gorillas) , Akagera NP, Kigali (End)
Operator: Lion Safaris Tour operator has an office in Rwanda 5.0 /5 – 71 Reviews"
Rwanda,4-Day Akagera Game Drive and Chimpanzee Trek in Nyungwe,"$1,914 to $2,024 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Akagera NP, Kigali, Nyungwe NP (Chimps) , Kigali (End)",Umurage Eco Safaris Tour operator has an office in Rwanda 5.0 /5 – 14 Reviews,"Safari Title: 4-Day Akagera Game Drive and Chimpanzee Trek in Nyungwe
Details: $1,914 to $2,024 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Akagera NP, Kigali, Nyungwe NP (Chimps) , Kigali (End)
Operator: Umurage Eco Safaris Tour operator has an office in Rwanda 5.0 /5 – 14 Reviews"
Rwanda,4-Day Majestic Mountain Gorillas of Rwanda Tour,"$3,410 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Kigali (End)",Gorille Africain Tours Tour operator has an office in Rwanda 5.0 /5 – 12 Reviews,"Safari Title: 4-Day Majestic Mountain Gorillas of Rwanda Tour
Details: $3,410 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Kigali (End)
Operator: Gorille Africain Tours Tour operator has an office in Rwanda 5.0 /5 – 12 Reviews"
Rwanda,3-Day Rwanda Gorilla & Golden Monkey Safari,"$3,570 pp (USD) Rwanda: Private tour Mid-range Lodge You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Kigali (End)",Wildlife Journeys Africa Tour operator has an office in Rwanda 5.0 /5 – 5 Reviews,"Safari Title: 3-Day Rwanda Gorilla & Golden Monkey Safari
Details: $3,570 pp (USD) Rwanda: Private tour Mid-range Lodge You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Kigali (End)
Operator: Wildlife Journeys Africa Tour operator has an office in Rwanda 5.0 /5 – 5 Reviews"
Rwanda,3-Day Rwanda Mountain Gorilla Tracking Safari,"$2,500 pp (USD) Rwanda: Shared tour (max 7 people per group) Mid-range Lodge You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Kigali (End)",East Africa Safaris Tour operator has an office in Rwanda 5.0 /5 – 25 Reviews,"Safari Title: 3-Day Rwanda Mountain Gorilla Tracking Safari
Details: $2,500 pp (USD) Rwanda: Shared tour (max 7 people per group) Mid-range Lodge You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Kigali (End)
Operator: East Africa Safaris Tour operator has an office in Rwanda 5.0 /5 – 25 Reviews"
Rwanda,7-Day Great Highlights of Rwanda,"$7,534 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Nyungwe NP (Chimps) , Lake Kivu, Volcanoes NP (Gorillas) , Kigali (End)",Gama Travel and Tour Agency Tour operator has an office in Rwanda 5.0 /5 – 6 Reviews,"Safari Title: 7-Day Great Highlights of Rwanda
Details: $7,534 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Nyungwe NP (Chimps) , Lake Kivu, Volcanoes NP (Gorillas) , Kigali (End)
Operator: Gama Travel and Tour Agency Tour operator has an office in Rwanda 5.0 /5 – 6 Reviews"
Rwanda,3-Day Nyungwe National Park Safari- Chimpanzee Tracking,"$1,463 pp (USD) Rwanda: Private tour Mid-range Lodge You Visit: Kigali (Start) , Nyungwe NP (Chimps) , Kigali (End)",Silverbird Tours Agency Tour operator has an office in Rwanda 5.0 /5 – 38 Reviews,"Safari Title: 3-Day Nyungwe National Park Safari- Chimpanzee Tracking
Details: $1,463 pp (USD) Rwanda: Private tour Mid-range Lodge You Visit: Kigali (Start) , Nyungwe NP (Chimps) , Kigali (End)
Operator: Silverbird Tours Agency Tour operator has an office in Rwanda 5.0 /5 – 38 Reviews"
Rwanda,6-Day Rwanda Wildlife and Primate Tour,"$4,686 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Akagera NP, Volcanoes NP (Gorillas) , Kigali Airport (End)",Links Travel Agency Tour operator has an office in Rwanda 4.9 /5 – 9 Reviews,"Safari Title: 6-Day Rwanda Wildlife and Primate Tour
Details: $4,686 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Akagera NP, Volcanoes NP (Gorillas) , Kigali Airport (End)
Operator: Links Travel Agency Tour operator has an office in Rwanda 4.9 /5 – 9 Reviews"
Rwanda,3-Day Rwanda Gorilla Trekking and Gorilla Guardians Tour,"$3,212 to $3,277 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Kigali (End)",Triple Legacy Travels Tour operator has an office in Rwanda 5.0 /5 – 1 Reviews,"Safari Title: 3-Day Rwanda Gorilla Trekking and Gorilla Guardians Tour
Details: $3,212 to $3,277 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Kigali (End)
Operator: Triple Legacy Travels Tour operator has an office in Rwanda 5.0 /5 – 1 Reviews"
Rwanda,3-Day Rwanda Gorilla Trekking Expedition,"$4,371 pp (USD) Rwanda: Private tour Mid-range Lodge You Visit: Kigali (Start) , Ruhengeri (City) , Volcanoes NP (Gorillas) , Kigali (End)",Vazquez Tours and Travel Tour operator has an office in Rwanda 4.5 /5 – 2 Reviews,"Safari Title: 3-Day Rwanda Gorilla Trekking Expedition
Details: $4,371 pp (USD) Rwanda: Private tour Mid-range Lodge You Visit: Kigali (Start) , Ruhengeri (City) , Volcanoes NP (Gorillas) , Kigali (End)
Operator: Vazquez Tours and Travel Tour operator has an office in Rwanda 4.5 /5 – 2 Reviews"
Rwanda,3-Day Nyungwe & Akagera Rwanda Safari,"$1,649 to $1,869 pp (USD) Rwanda: Private tour Budget Hotel You Visit: Kigali (Start) , Nyungwe NP (Chimps) , Akagera NP, Kigali (End)",Iriza Tours and Safaris Tour operator has an office in Rwanda 5.0 /5 – 2 Reviews,"Safari Title: 3-Day Nyungwe & Akagera Rwanda Safari
Details: $1,649 to $1,869 pp (USD) Rwanda: Private tour Budget Hotel You Visit: Kigali (Start) , Nyungwe NP (Chimps) , Akagera NP, Kigali (End)
Operator: Iriza Tours and Safaris Tour operator has an office in Rwanda 5.0 /5 – 2 Reviews"
Rwanda,4-Day Bisoke Hike and Rwanda Golden Monkey Trek,"$1,760 to $1,815 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Mt Bisoke (Virunga Mountains) , Kigali (End)",Makisala Safaris Tour operator has an office in Rwanda 5.0 /5 – 11 Reviews,"Safari Title: 4-Day Bisoke Hike and Rwanda Golden Monkey Trek
Details: $1,760 to $1,815 pp (USD) Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Mt Bisoke (Virunga Mountains) , Kigali (End)
Operator: Makisala Safaris Tour operator has an office in Rwanda 5.0 /5 – 11 Reviews"
Rwanda,4-Day Game Drive and Golden Monkey Trekking in Rwanda,"$946 to $1,001 pp (USD) Rwanda: Private tour Budget Guest House & Hotel You Visit: Kigali (Start) , Akagera NP, Volcanoes NP (Gorillas) , Kigali Airport (End)",East Africa Bridge Tours 5.0 /5 – 4 Reviews,"Safari Title: 4-Day Game Drive and Golden Monkey Trekking in Rwanda
Details: $946 to $1,001 pp (USD) Rwanda: Private tour Budget Guest House & Hotel You Visit: Kigali (Start) , Akagera NP, Volcanoes NP (Gorillas) , Kigali Airport (End)
Operator: East Africa Bridge Tours 5.0 /5 – 4 Reviews"
Rwanda,10-Day Rwanda Uganda Gorillas Chimpanzees and Wildlife,"$3,135 pp (USD) Uganda & Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Bwindi Impenetrable NP (Gorillas) , Queen Elizabeth NP, Kibale NP (Chimps) , Murchison Falls NP, Ziwa Rhino Ranch, Entebbe (End)",Dav Safaris 4.9 /5 – 222 Reviews,"Safari Title: 10-Day Rwanda Uganda Gorillas Chimpanzees and Wildlife
Details: $3,135 pp (USD) Uganda & Rwanda: Private tour Mid-range Lodge & Hotel You Visit: Kigali (Start) , Volcanoes NP (Gorillas) , Bwindi Impenetrable NP (Gorillas) , Queen Elizabeth NP, Kibale NP (Chimps) , Murchison Falls NP, Ziwa Rhino Ranch, Entebbe (End)
Operator: Dav Safaris 4.9 /5 – 222 Reviews"
